,analysis_sample_rate,danceability,duration,end_of_fade_in,energy,key,loudness,mode,start_of_fade_out,tempo,time_signature,artist_familiarity,artist_hotttnesss,artist_latitude,artist_location,artist_longitude,artist_name,genre,release,song_hotttnesss,title,tag_top_1,tag_top_2,tag_top_3,tag_top_4,tag_top_5,tag_top_6,tag_top_7,tag_top_8,tag_top_9,tag_top_10,year
56,22050,0.0,122.64444,0.99,0.0,0,-8.541,0,109.627,102.538,4,0.4114210482617737,0.3384148184832545,,b'',,b'Perrey And Kingsley',b'',b'Vanguard Visionaries',0.4348380902608562,b'Spooks In Space',easy listening,jazz funk,space age pop,big beat,electronic,blues-rock,cool jazz,texas blues,parody,experimental,1966
57,22050,0.0,207.0722,2.583,0.0,0,-6.629,1,202.757,84.164,4,0.7510076200369779,0.5236990777653908,51.50632,"b'London, England'",-0.12714,b'Eurythmics',b'',b'Be Yourself Tonight',0.38293509007501925,b'Tous Les Gar\xc3\xa7ons Et Les Filles',dance rock,new wave,synthpop,rock,pop,england,london,ballad,soundtrack,electronic,1985
58,22050,0.0,300.79955,0.0,0.0,7,-13.33,1,298.347,124.175,4,0.548585130198109,0.3835242473277272,54.48303,"b'Egremont, Cumbria, England'",-3.53444,b'Francis Dunnery',b'',b'Hometown 2001',0.6104742577715245,b'Too Much Saturn',singer-songwriter,art rock,soundtrack,progressive rock,pop rock,alternative rock,rock,blues,male vocalist,alternative country,1995
59,22050,0.0,228.46649,0.0,0.0,7,-12.412,1,228.466,137.004,1,0.7493178009614533,0.48165586241245567,,"b'Garnant, Wales'",,b'John Cale',b'',b'Eat / Kiss: Music For The Films By Andy Warhol',0.2265553139555314,b'Movement 4 [from Kiss] (Album Version)',experimental rock,art rock,experimental,alternative,indie,protopunk,progressive rock,no wave,new wave,soundtrack,1997
60,22050,0.0,239.59465,0.311,0.0,7,-21.552,1,236.507,106.33,4,0.6319466659983671,0.3807045358244573,37.77916,b'California - SF',-122.42005,b'Suzanne Ciani',b'',b'The Ultimate Most Relaxing New Age Piano in the Universe',0.4159831182884585,b'Stream',meditation,chill-out,downtempo,new age,easy listening,electronic,symphonic rock,space music,deep house,neoclassical,0
61,22050,0.0,228.93669,0.338,0.0,11,-8.686,0,219.574,107.961,4,0.6539378209700205,0.3968558693253486,,b'',,b'Vickie Winans',b'',b'Classic Gold: Best of All',,b'Make Me Over',ccm,soul jazz,hip hop,italian disco,trip hop,contemporary gospel,black gospel,christmas music,jazz,female vocalist,0
62,22050,0.0,165.61587,2.171,0.0,1,-6.222,1,165.616,174.287,3,0.6683706115518646,0.45755390983649336,-37.81753,"b'Melbourne, Australia'",144.96715,b'The Berzerker',b'',b'The Berzerker',0.0,b'Deform (live)',speedcore,grindcore,gabba,death metal,breakcore,industrial metal,rock,heavy metal,electronic,black metal,2000
63,22050,0.0,187.92444,0.328,0.0,0,-5.907,1,180.344,116.823,4,0.8457688664485438,0.7888059351620142,36.16778,"b'Nashville, Tennessee'",-86.77836,b'Kings Of Leon',b'',b'Holy Roller Novocaine',0.6859402266976852,b'Wicker Chair',southern rock,alternative rock,rock,nashville,american trad rock,swamp rock,garage rock,classic rock,guitar,reggae,2003
64,22050,0.0,276.50567,0.299,0.0,0,-4.638,1,261.956,101.972,4,0.40745564385201366,0.30004649036641506,,b'',,b'Edith Lefel',b'',b'Jeux de dames_ vol. 1 (r\xc3\xa9alisation Ronald Rubinel)',0.0,"b""An ti chans'""",zouk,merengue,kizomba,zouklove,reggae,world,country,folk,r&b,french,0
65,22050,0.0,200.25424,0.0,0.0,11,-5.884,0,194.844,127.97,4,0.46017132366610164,0.18931487775261457,,b'',,b'Taras',b'',b'I Will Love Again',,"b""I Will Love Again (JJ's Club Radio)""",trance,electronic,dance,house,techno,canadian,canada,winnipeg,united states,garage house,0
66,22050,0.0,144.50893,0.237,0.0,4,-7.787,0,140.057,152.622,4,0.7788167165625715,0.5542914890128156,,"b'Berkeley, CA'",,b'NOFX',b'',b'White Trash ......',0.6712360269845353,b'Stickin In My Eye',punk,rock,alternative punk rock,punk pop,skate punk,punk revival,ska,reggae,hardcore punk,soundtrack,1992
67,22050,0.0,285.17832,0.0,0.0,7,-8.488,1,275.853,110.787,3,0.43588984708830425,0.26803783963074496,,b'',,b'Murskahumppa',b'',b'Murskapunkkia',,b'Ota kiinni',suomi rock,humppa,hardcore punk,finish,punk,rock,hardcore,indie,power pop,finnish punk,0
68,22050,0.0,246.69995,0.322,0.0,7,-9.603,1,224.049,112.903,4,0.7111657865776896,0.46682699252718746,,b'',,b'Soda Stereo',b'',b'Canci\xc3\xb3n Animal',0.6261657596688281,b'Entre Can\xc3\xadbales',rock,latin pop,ska,reggae,rap,electronica,experimental,soul,pop,classic,1990
69,22050,0.0,84.03546,0.328,0.0,7,-26.266,1,75.79,115.642,4,0.44316239759770826,0.3004544598123077,-24.9162,b'AUSTRALIA',133.39311,b'Bruce Rowland',b'',b'The Man from Snowy River',0.0,b'Rosemary Recalls',easy listening,chill-out,soundtrack,orchestra,classical,instrumental,groove,film music,cult,original score,1985
70,22050,0.0,273.52771,2.177,0.0,1,-6.305,1,268.893,125.013,4,0.4004335134580979,0.26627528554651025,,b'',,b'Xcultures',b'',b'One World One People',0.1992382620006783,b'Sudanese Dance',gabba,happy hardcore,world beat,chill-out,disco,deep house,downtempo,alternative dance,tech house,world music,2000
71,22050,0.0,298.84036,19.093,0.0,5,-9.998,1,289.46,113.277,4,0.47736475248353516,0.33750728916593725,,b'',,b'White Heart',b'',b'Tales Of Wonder',0.26586104921065007,b'Where The Thunder Roars (Tales Of Wonder Album Version)',ccm,christian rock,contemporary christian,pop rock,hard rock,rock,christian,pop,80s,guitar,0
72,22050,0.0,161.38404,0.165,0.0,5,-9.161,0,161.384,96.979,4,0.6178701163443497,0.36366811024462387,18.11526,"b'Jamaica, West Indies'",-77.27348,b'Heavy D / McGruff',b'',b'Waterbed Hev',0.23773394162247466,b'Wanna Be A Player',pop rap,hip hop,new jack swing,broken beat,europop,freestyle,deep house,dancehall,ballad,breakbeat,1997
73,22050,0.0,209.29261,0.0,0.0,8,-4.865,1,206.623,140.995,1,0.7446412459327763,0.5799889824287546,,"b'Pasadena, CA'",,b'Van Halen',b'',b'The Best Of Both Worlds',0.8244821296824321,b'Panama (Remastered Album Version)',heavy metal,hard rock,rock,album rock,soundtrack,blues,singer,heavy,metal,guitar,0
74,22050,0.0,229.61587,0.0,0.0,11,-4.882,0,213.664,105.206,4,0.845601886640232,1.0059419659547393,,"b'Los Angeles, CA'",,b'Black Eyed Peas',b'',b'Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness',0.6244254932707666,"b""Let's Get It Started""",hip hop,rap,funk,r&b,pop,soul,los angeles,alternative rap,club,electro,2004
75,22050,0.0,426.89261,0.286,0.0,0,-12.951,0,399.9,63.017,4,0.9057768886660886,0.5984585009824434,41.50471,"b'Cleveland, OH'",-81.69074,b'Nine Inch Nails',b'',b'Things Falling Apart',0.6355366486226686,b'Metal',industrial metal,alternative metal,industrial rock,alternative rock,rock,industrial,alternative,soundtrack,new wave,progressive rock,2000
76,22050,0.0,269.26975,3.889,0.0,9,-11.751,0,262.798,144.603,4,0.6940216479070769,0.47940767557514763,,b'',,b'Nick Cave & The Bad Seeds',b'',b'Your Funeral... My Trial (2009 Digital Remaster)',,b'She Fell Away (2009 Digital Remaster)',rock,alternative,soundtrack,guitar,piano,classic,dark,cover,alternative rock,melodic,0
77,22050,0.0,249.41669,0.647,0.0,2,-6.693,1,238.434,167.92,4,0.4083890223759677,0.13924739387110993,,b'',,b'Nadine Renee',b'',b'Oasis of Love',0.19878534876524423,b'Next Time',freestyle,disco,hard house,dance pop,progressive trance,house,electronic,hip hop,techno,trance,0
78,22050,0.0,136.48934,0.229,0.0,9,-9.091,1,130.026,129.122,1,0.6069253585317187,0.3891007762801808,40.71455,"b'New York, NY'",-74.00712,b'Lesley Gore',b'',"b""60's Triple set""",,"b""It's My Party""",brill building pop,oldies,ballad,soft rock,motown,doo-wop,classic rock,easy listening,rock,emo,1963
79,22050,0.0,233.27302,0.386,0.0,0,-2.658,1,231.178,132.022,4,0.5624637835796072,0.3224851056611973,,b'',,b'Smartbomb',b'',b'Yeah.  Well_ Anyway....',0.0,b'Complicate It',melodic hardcore,post-grunge,hardcore punk,punk,hardcore,street punk,punk pop,alternative pop rock,pop rock,rock,2001
80,22050,0.0,187.24526,0.107,0.0,1,-4.42,1,178.625,183.92,1,0.48100458301758264,0.3356518391847009,,b'Minnesota',,b'Suburbs',b'',b'Un Titre de Toune',0.24906579485370342,b'Monde De Fou',british pop,new romantic,chill-out,string quartet,power pop,rockabilly,new wave,ska,soundtrack,funk,2005
81,22050,0.0,72.61995,0.0,0.0,9,-11.051,0,68.365,89.867,4,0.7429631523413633,0.45339118607533013,64.55653,b'Norway',12.66538,b'Emperor',b'',b'Live Inferno',,b'Opus a Satana (Part 2)',heavy metal,black metal,sympho black metal,hard trance,death metal,melodic black metal,symphonic metal,viking metal,extreme metal,trance,0
